id,geom,Health Facilities,Electricity Access,School Enrollment,Literacy Rate,Income per Capita,Death Rate,Population,Migration,Mortality,Average Age,Households,Registered Residents,Water Access,Birth Rate,Unemployment Rate,Internet Access,Employment Rate,Vehicle Ownership,Family Identity Card,People Density
7688,POINT (105.004285 23.053685),717147,57.97,99.42,68.53,13537509,37.85,605337,30.14,35.74,46,982028,245803,52.35,63.29,8.23,46.66,43.48,4,601621,7667
7689,POINT (106.708951 21.781613),993263,85.85,83.46,50.43,4336258,11.08,87070,62.6,91.49,74,872555,546966,91.45,68.6,35.6,78.7,80.84,1,308893,5024
7690,POINT (104.395479 21.169322),869685,73.04,14.23,89.02,14114063,20.34,395954,63.2,95.52,40,619000,654157,18.31,11.43,19.72,86.06,53.72,1,180917,2738
7691,POINT (106.559332 21.087603),564779,54.71,22.87,96.69,7974211,32.69,789465,91.3,69.0,67,367641,284293,31.93,12.52,47.3,84.69,70.48,3,729053,19934
7692,POINT (108.550047 13.746708),414180,30.43,65.76,33.28,13272020,45.7,489881,52.78,92.36,43,957871,324281,81.52,61.77,65.8,62.41,79.05,1,97332,2602
7693,POINT (108.769278 14.652745),916445,57.65,55.51,85.97,1741955,69.96,62779,33.89,32.11,57,528164,872549,56.21,49.89,67.63,70.15,16.07,4,273045,11765
7694,POINT (105.923305 20.196048),681139,22.09,40.56,70.65,1951581,8.26,402141,79.88,2.12,24,14903,255841,72.64,6.16,28.91,0.87,25.55,5,443293,10069
7695,POINT (108.389025 11.492145),944937,13.56,22.47,2.21,6823296,15.68,138110,37.02,63.96,73,690456,751015,23.68,82.05,37.55,33.58,80.2,2,208362,22041
7696,POINT (107.464148 16.654467),494066,14.64,58.3,96.98,10938482,46.58,893072,94.45,9.69,25,439564,277671,53.49,18.1,15.98,98.45,90.76,3,425724,6240
7697,POINT (105.894415 20.921318),301690,90.47,47.31,3.37,1379514,90.65,202142,25.25,69.8,41,970182,59504,48.05,77.32,97.88,36.44,40.57,1,83886,14555
7698,POINT (108.509433 12.187663),981954,21.98,56.35,4.37,2875233,43.02,336297,48.76,84.76,50,144939,321222,22.23,56.05,47.89,39.21,96.59,2,342937,6838
7699,POINT (106.863311 10.551213),815598,51.69,59.98,39.0,6789536,70.65,726623,32.01,1.84,30,379985,793402,27.32,96.8,22.58,11.63,35.57,1,108930,12324
7700,POINT (106.429207 17.743881),331194,81.19,39.18,56.0,12988816,45.55,337550,16.12,76.25,23,501720,649802,21.04,51.46,95.31,75.17,6.53,0,77649,7471
7701,POINT (105.736673 21.502305),155444,78.2,34.62,95.8,6852813,78.92,640484,14.9,54.12,52,118431,961077,99.29,58.2,44.07,68.1,84.11,3,413945,24407
7702,POINT (106.132179 9.534300),153277,70.15,73.35,4.73,1962385,99.13,116838,41.08,26.63,32,287105,269700,73.27,80.62,25.37,42.48,95.64,1,209981,5203
7703,POINT (106.419219 22.129061),671884,33.62,3.9,57.47,12229273,60.5,330893,7.94,47.66,68,150970,562082,99.07,7.7,18.15,73.3,31.29,2,768459,24527
7704,POINT (105.933996 22.539149),727197,21.85,89.4,86.8,3581812,6.44,362423,23.22,69.04,43,350291,21362,59.06,51.53,57.97,9.18,42.15,1,503771,20201
7705,POINT (104.785855 20.625676),370141,58.82,3.95,26.27,13430741,88.73,752359,35.0,7.88,37,77903,520178,75.59,43.32,48.15,39.83,90.11,4,11567,2231
7706,POINT (104.454639 20.466043),137779,90.13,98.52,7.21,11747156,96.53,402812,2.58,34.37,58,876378,185773,21.24,82.76,77.75,36.5,87.85,2,491156,11965
7707,POINT (108.320841 13.617434),406540,89.69,25.21,51.43,9465109,16.07,119707,97.19,27.81,24,490767,600972,51.08,45.97,25.61,44.3,46.53,4,350050,20035
7708,POINT (105.271582 10.490375),99433,61.28,93.69,63.7,7412233,69.19,897139,81.76,65.81,69,395002,755161,74.0,37.76,58.64,16.21,33.49,3,713526,7009
7709,POINT (106.635805 10.994986),167171,0.83,94.72,51.36,1503390,49.19,230571,9.16,75.89,62,247228,834179,51.14,95.21,22.51,71.39,83.84,2,78681,22959
7710,POINT (107.417313 20.905832),811845,95.66,93.56,3.89,11122376,22.36,901174,87.09,66.91,44,54601,737367,25.88,29.78,4.49,23.47,55.21,5,689479,20790
7711,POINT (104.654710 10.500454),735354,79.06,60.03,85.45,14582789,45.56,839794,57.85,15.77,80,836915,599057,87.97,27.69,33.31,8.31,7.61,3,839774,21253
7712,POINT (107.833521 21.021057),750977,31.36,75.38,12.24,9857649,62.5,198355,97.86,90.35,43,769177,752674,60.8,64.78,88.88,24.37,98.36,0,193746,20917
7713,POINT (108.619700 12.877409),943858,30.4,89.43,35.55,3538410,25.41,467204,15.52,11.44,42,433697,405180,78.67,36.75,96.82,2.76,94.38,5,83358,6034
7714,POINT (108.005071 13.255699),939960,24.46,22.82,52.99,14869911,61.33,740766,27.34,31.74,73,654216,751810,39.41,3.91,24.5,56.02,36.97,4,84042,4631
7715,POINT (105.789461 18.038627),970916,46.64,10.87,30.29,9010508,6.29,845170,61.06,52.82,76,158908,916150,89.56,88.88,27.84,64.73,14.69,3,921790,13178
7716,POINT (104.447585 22.493656),659608,21.82,18.71,75.13,1439998,51.14,959995,8.85,45.01,55,833313,248353,73.97,49.97,25.72,13.16,85.06,0,310572,20950
7717,POINT (103.977255 22.214634),505128,93.69,35.03,8.86,14979085,8.2,811115,20.52,83.29,51,639379,426237,33.94,47.76,37.73,11.27,2.99,5,242222,7336
7718,POINT (107.858717 12.794802),559386,35.89,28.08,36.94,9678022,73.24,513272,92.04,52.19,25,941926,68149,43.55,12.41,0.83,3.68,8.2,1,865878,13639
7719,POINT (107.710912 10.956519),558509,30.81,89.92,79.46,7580051,91.27,522088,29.05,29.97,23,253278,594208,10.42,58.89,95.69,72.03,51.94,5,578121,22467
7720,POINT (106.434205 16.997776),532032,89.71,73.47,44.23,9053581,86.61,497570,85.29,17.33,69,913386,992299,95.49,38.92,88.97,36.68,67.19,1,717794,2863
7721,POINT (108.230429 13.292875),525079,97.77,95.07,20.77,7356184,95.58,357881,96.01,69.66,38,613893,396743,12.03,97.89,66.27,70.03,96.07,1,382205,9279
7722,POINT (103.205080 21.211161),606183,76.2,73.5,26.79,9465533,4.82,230179,96.15,63.26,57,168970,376496,53.65,58.44,14.39,37.84,28.25,0,358515,12994
7723,POINT (108.554136 13.009148),134039,98.52,0.72,59.13,4857879,47.82,690469,50.45,24.53,25,22617,56598,1.12,27.53,62.98,52.64,4.54,1,680304,15305
7724,POINT (108.296590 12.538437),660670,60.29,1.02,89.91,12042408,24.32,804543,28.24,23.24,53,592110,959450,11.27,91.47,42.85,72.23,22.55,1,332972,10586
7725,POINT (105.878729 21.233396),484198,83.04,16.15,8.57,11113776,69.98,207023,56.94,5.91,45,834461,311975,17.23,44.5,37.29,66.19,13.91,2,162294,4910
7726,POINT (107.306364 21.566830),424225,53.63,87.92,23.04,12148295,20.87,285600,56.24,9.61,42,743489,391746,61.43,3.42,24.77,71.69,94.5,3,981352,22930
7727,POINT (108.128884 14.233153),51253,89.69,1.17,98.14,12608726,66.39,254356,8.17,60.77,61,638239,503471,40.21,57.23,48.0,84.68,77.26,1,858580,8404
7728,POINT (105.690817 21.640508),658983,98.21,30.07,5.58,11283771,77.67,585078,11.16,40.3,75,15885,450693,46.6,92.16,36.67,45.7,44.36,3,444602,23727
7729,POINT (105.637822 20.119378),22547,25.15,72.37,39.63,13867755,22.26,66972,35.11,72.63,37,166902,267629,3.48,39.51,46.46,81.93,61.78,3,333245,14885
7730,POINT (104.991491 22.109590),494375,26.95,67.7,43.99,10846106,17.54,843137,3.62,9.91,27,552865,843242,89.29,2.43,56.25,12.72,98.72,2,901576,11392
7731,POINT (105.526562 18.855415),310837,10.49,4.53,65.17,11473076,36.45,122600,69.31,55.13,72,451458,97128,3.17,74.91,69.83,93.59,58.06,1,639666,6564
7732,POINT (105.735529 21.270263),230967,23.47,18.31,17.61,2953302,20.79,15754,31.89,13.15,31,56934,915723,91.56,79.46,69.75,13.1,94.97,1,136006,10864
7733,POINT (105.715407 18.821291),333157,44.53,11.57,25.83,7767811,12.64,962362,19.34,60.59,63,513985,342634,73.58,34.15,25.86,24.47,22.62,4,837360,19943
7734,POINT (104.220848 22.771803),363226,30.06,98.08,43.96,2631337,91.44,521197,52.4,43.53,49,408214,590969,81.69,14.44,56.26,7.65,55.13,3,52366,17616
7735,POINT (104.959975 8.919915),290532,12.96,37.45,44.5,11349071,35.46,76438,30.83,13.18,60,685346,457013,16.87,7.82,11.91,25.82,10.36,0,324967,6600
7736,POINT (105.113646 22.277163),422698,93.84,44.51,41.13,4030474,42.29,103585,49.57,30.57,21,434652,353467,69.23,59.24,55.42,18.43,60.05,3,849807,24744
7737,POINT (107.468978 11.255357),137994,95.31,56.24,88.2,14317323,92.24,815960,85.53,12.42,50,788761,155935,23.66,77.02,25.56,40.34,50.61,0,414707,16552
7738,POINT (106.873173 21.437454),789670,72.54,77.81,98.29,9625618,21.54,414918,92.56,29.07,48,400281,492206,90.97,44.17,84.66,43.73,53.08,2,420626,15687
7739,POINT (103.983619 10.185814),824453,5.42,56.84,89.04,13333834,44.12,734750,75.16,13.52,78,409707,380626,81.89,64.58,28.17,97.07,13.12,1,383942,11136
7740,POINT (105.482420 19.336472),600629,36.22,74.64,61.02,4967735,33.38,591927,98.41,43.67,45,598633,554426,59.23,39.49,50.89,65.66,58.15,1,406817,10535
7741,POINT (108.841274 13.362578),749165,6.51,83.85,74.56,8995418,59.28,1965,12.55,91.37,45,191448,848120,56.16,40.61,94.38,98.42,31.12,5,998571,18955
7742,POINT (103.827449 20.865403),114532,22.02,15.82,64.33,12665580,98.68,453715,3.75,29.17,72,94095,737559,37.45,9.45,35.3,28.94,29.4,4,538705,3362
7743,POINT (106.431441 20.467105),110477,13.38,40.35,39.23,11807013,34.31,439532,77.99,38.72,78,234837,568768,55.0,11.95,93.52,65.73,49.7,0,394588,5098
7744,POINT (102.477792 22.416305),510063,28.85,69.65,49.0,3000039,44.08,590916,8.42,71.87,80,761624,954224,47.6,22.84,78.68,41.1,54.58,2,437623,4753
7745,POINT (105.815149 9.787335),661948,42.09,23.68,12.51,3975789,76.46,977985,80.76,32.69,68,775568,145246,55.91,64.77,18.55,47.93,12.38,2,416816,20104
7746,POINT (107.548457 14.375635),185651,85.76,46.73,86.92,11558985,49.45,977148,86.26,92.87,76,143026,36569,94.01,62.6,54.02,79.0,10.08,2,953097,9019
7747,POINT (108.814413 12.576624),307482,44.28,68.14,99.23,6386277,21.98,947903,64.85,13.61,46,943544,187955,90.58,66.41,95.79,30.0,18.15,2,875859,5681
7748,POINT (103.331172 22.162791),585741,40.35,20.37,16.13,12437089,96.7,916211,83.79,50.06,35,741504,82359,41.75,2.59,27.08,31.33,62.16,3,865982,3065
7749,POINT (106.579815 16.683657),28099,54.02,65.01,53.78,9292214,88.63,918659,95.56,50.34,72,735796,331502,60.92,62.81,75.73,54.12,72.68,4,640976,3074
7750,POINT (108.832859 13.118097),525092,55.27,77.29,78.38,13442541,76.42,186408,9.21,48.05,57,309978,712737,35.01,5.26,8.91,23.42,82.03,0,989524,9653
7751,POINT (106.299672 21.633266),102123,2.66,82.54,4.97,5459534,68.65,577718,51.59,83.92,28,848962,618119,95.16,75.72,74.04,20.89,63.51,0,516273,1560
7752,POINT (108.787127 13.085904),928715,36.57,12.0,28.84,14662177,98.78,101273,63.4,56.86,23,711581,138483,37.19,20.63,56.71,91.0,87.39,5,210787,7267
7753,POINT (105.446207 20.442679),201214,92.24,83.9,59.88,6792901,46.61,971519,4.01,34.03,40,424701,375633,5.43,39.52,86.7,46.07,4.34,1,378559,7049
7754,POINT (105.180901 10.507129),718859,71.15,80.1,81.94,14193716,8.36,939886,5.46,6.28,74,880246,794326,12.52,84.94,85.66,26.05,32.99,1,551918,13034
7755,POINT (105.259101 18.364459),102700,96.18,49.39,35.74,12057783,46.66,346071,2.05,72.06,50,700491,265533,98.51,78.9,32.53,2.84,78.99,2,465748,3793
7756,POINT (104.999556 19.622541),450194,38.38,84.74,33.4,1398731,52.37,427673,70.59,97.53,56,313159,233888,90.55,2.26,25.79,36.12,37.6,2,389685,8446
7757,POINT (102.518606 22.242503),343554,29.5,97.85,60.73,8294130,4.56,954838,88.37,31.91,70,270469,680068,98.28,54.56,77.35,82.91,8.82,0,808475,24813
7758,POINT (107.436129 10.881927),445590,42.34,81.74,31.52,12785851,29.98,751229,36.94,30.02,23,108444,5492,71.45,51.1,54.57,67.11,33.56,4,172187,5331
7759,POINT (108.088493 16.018388),69331,79.26,32.52,91.95,1529589,9.19,885666,38.58,45.66,70,25361,21860,94.95,19.59,60.37,12.43,45.37,2,71205,7166
7760,POINT (104.757926 19.070970),201676,54.42,66.07,99.05,2201445,75.85,664436,34.38,25.16,57,459072,670640,90.06,35.42,89.07,89.75,48.55,0,794035,18241
7761,POINT (107.162514 12.194072),727798,28.71,43.68,45.96,8849398,84.5,99366,77.29,17.04,71,323053,604879,69.16,78.02,39.96,70.36,40.74,5,76000,4333
7762,POINT (105.113981 19.655520),403239,65.92,35.59,51.48,5915890,14.76,439569,94.69,60.61,70,662992,156440,98.57,61.25,31.64,92.9,66.95,1,778320,20336
7763,POINT (109.158384 12.769952),367893,30.07,96.55,94.14,13958284,83.0,99344,70.6,74.54,71,102975,777590,7.42,33.43,1.47,4.98,86.89,0,426748,8342
7764,POINT (106.730528 10.647123),691211,98.09,52.36,22.56,9261972,14.61,711366,12.08,39.99,27,364735,552155,16.73,76.26,32.87,63.31,70.87,3,434403,11841
7765,POINT (106.394389 20.276931),985093,67.44,27.17,66.82,12542904,19.99,650013,68.01,51.58,43,607195,898777,35.83,34.31,15.04,97.05,52.69,1,36647,13860
7766,POINT (108.240014 11.027017),703331,42.2,16.65,97.98,6821318,54.76,684866,42.78,51.12,50,137375,378295,70.99,67.72,35.87,8.77,86.72,0,719332,9009
7767,POINT (108.861057 11.838659),62659,85.72,97.52,88.96,9928901,72.4,675738,58.24,55.73,23,504339,734656,51.16,89.55,28.76,0.61,25.55,4,352912,14174
7768,POINT (105.514777 9.346776),142871,92.6,85.75,78.04,13167833,43.31,106221,62.97,60.67,52,303587,641262,30.79,16.21,82.81,51.28,11.26,5,946093,9707
7769,POINT (105.853088 18.326671),846901,52.79,34.63,57.22,2037811,45.9,664928,95.81,38.8,31,986468,906339,37.85,20.12,13.86,8.29,47.63,4,197502,9858
7770,POINT (105.782450 20.818733),165184,27.89,7.21,8.87,9938454,1.12,335417,27.78,33.35,27,718605,853907,87.83,15.78,3.62,34.64,50.76,4,440251,20302
7771,POINT (106.498451 11.876365),93964,43.38,1.06,6.78,2859764,16.76,888675,20.74,59.01,64,996456,427053,31.06,42.25,9.09,68.74,44.57,0,359314,6296
7772,POINT (105.379271 20.451807),160999,8.55,86.69,70.29,4268122,51.03,958866,34.24,65.97,45,544423,254173,74.4,46.27,52.87,31.12,50.37,4,78473,21639
7773,POINT (107.324425 21.603227),987050,61.77,97.45,48.04,10554054,94.3,847184,60.97,36.3,47,625182,504005,80.82,5.92,94.57,96.89,31.42,1,759493,15729
7774,POINT (106.273527 17.356639),839073,39.62,98.93,60.01,10910834,6.12,968363,93.76,27.67,37,257664,732315,1.81,74.98,40.99,58.27,74.12,4,269428,12082
7775,POINT (105.842640 9.312609),487699,36.89,38.85,77.04,4787370,67.0,260888,80.99,54.09,55,736154,324399,22.7,98.12,39.3,35.9,10.71,0,503878,10241
7776,POINT (105.218905 21.210607),963657,5.18,64.69,91.03,7618077,35.75,345086,25.34,51.97,45,920898,805608,1.74,29.97,58.13,93.43,13.38,4,780209,16570
7777,POINT (104.969444 19.237499),473189,78.9,78.79,42.3,2907441,32.61,412465,60.71,0.52,21,262684,485168,2.95,87.68,41.7,91.58,62.51,0,932998,22778
7778,POINT (105.492910 9.397319),660393,38.4,36.19,53.44,8559469,7.72,873919,36.62,71.78,64,646175,624756,5.16,22.9,80.06,56.65,96.18,2,363911,17970
7779,POINT (107.472711 14.289229),702688,37.32,26.29,97.04,1224769,59.93,893224,94.16,19.08,73,12839,521434,86.74,43.73,53.92,40.77,58.53,3,978076,7578
7780,POINT (104.156648 21.394677),717090,67.15,40.05,61.98,9174431,81.56,149539,22.81,80.18,75,308447,996462,91.18,58.32,9.93,83.19,21.01,3,916404,13675
7781,POINT (106.621088 10.339632),786921,47.36,94.56,74.4,10648885,49.49,694862,48.1,1.88,41,383003,704924,42.53,94.05,25.37,29.4,79.68,0,640494,23602
7782,POINT (105.185048 9.320301),849558,76.36,17.9,69.13,8538315,30.84,360572,67.24,96.25,24,825348,679243,61.38,34.88,54.26,19.7,20.46,2,857830,18897
7783,POINT (104.266737 21.375287),864449,73.64,11.73,47.27,8927641,24.05,128360,57.86,79.37,64,837489,569067,75.33,58.57,51.44,27.17,39.01,2,440383,5299
7784,POINT (105.633838 21.343054),386807,17.56,38.55,18.06,13166108,9.34,637606,54.63,31.04,75,522237,342347,66.97,60.62,99.66,24.66,88.98,0,680870,7619
7785,POINT (105.997379 9.403837),753007,54.05,28.52,1.03,4265644,40.87,841708,69.26,11.04,42,426747,792681,80.92,68.59,17.7,46.16,64.54,0,48260,3466
7786,POINT (103.978740 22.318847),763626,65.1,76.36,48.65,14713830,80.96,462311,87.39,63.48,46,792844,596579,40.32,72.48,69.75,94.84,17.58,1,672814,6841
7787,POINT (108.021169 15.519554),235087,39.62,0.57,46.35,5957034,4.63,15494,13.17,18.36,30,865198,670143,22.51,91.68,64.96,74.58,14.24,5,772938,10454
7788,POINT (105.883185 22.228774),67752,99.06,33.57,56.91,10352729,31.42,479274,23.8,73.92,31,393012,534301,81.01,0.85,77.17,95.88,87.19,2,191767,15134
7789,POINT (107.391761 16.344272),341255,2.39,46.44,45.43,7430123,13.72,951183,54.89,63.6,29,641297,318002,25.08,41.19,50.57,15.15,16.07,5,334846,21201
7790,POINT (105.637837 19.596588),269301,57.66,87.75,26.14,14172124,49.25,882659,68.0,95.89,54,650857,936177,44.15,81.84,68.52,97.44,38.59,4,753520,12333
7791,POINT (104.966808 19.747722),287950,2.27,36.36,39.97,9918629,28.71,865918,57.16,17.06,58,779119,809877,45.87,30.68,35.05,61.51,92.59,0,581943,10028
7792,POINT (105.775815 21.834005),156439,21.76,36.1,22.0,5649601,63.51,140180,63.99,7.38,80,342528,508162,85.66,4.64,70.17,72.37,15.0,0,225837,17192
7793,POINT (106.779617 21.868469),624074,75.28,31.69,98.53,8719400,87.55,840073,37.79,76.18,75,709336,497885,3.78,82.12,31.53,42.84,53.55,3,734942,2898
7794,POINT (104.596446 20.770701),750439,27.48,42.91,29.66,2687860,92.42,389205,88.29,54.28,64,60646,966621,33.57,73.05,47.61,12.74,2.72,5,475263,14227
7795,POINT (105.622549 9.492030),283788,44.85,25.34,48.16,3900409,39.32,467194,51.19,99.32,26,252715,377830,99.22,79.52,38.07,30.13,58.17,0,16839,18700
7796,POINT (107.107954 12.196393),8086,32.96,97.86,37.41,9132346,71.04,635311,42.77,16.28,68,907737,426479,12.28,34.25,25.65,98.35,16.45,5,124884,18928
7797,POINT (106.671321 21.087628),466256,30.66,43.89,7.94,13269458,22.73,722950,97.48,54.71,44,13407,689387,13.91,34.57,29.62,88.18,71.0,1,61128,9862
7798,POINT (105.555366 9.698504),583358,58.49,49.66,24.57,11081650,14.02,640517,64.94,18.7,71,826709,102995,6.95,12.32,66.63,19.23,29.38,1,153589,11551
7799,POINT (107.255756 11.718751),654782,54.7,19.55,45.77,8699769,5.01,618744,60.29,70.47,52,355327,426199,13.23,25.54,41.77,11.63,2.69,5,82411,11095
7800,POINT (105.076252 22.500118),929474,27.73,35.99,41.84,2136030,97.2,896589,90.65,7.8,61,781484,803281,70.73,40.98,52.22,20.08,99.15,1,537320,14477
7801,POINT (107.111834 11.656131),654539,98.19,16.0,73.83,14679463,93.26,649046,18.77,37.93,24,910879,896018,2.18,10.22,34.1,31.19,30.39,4,194374,8175
7802,POINT (108.102561 13.296704),524948,63.93,47.61,84.13,14876863,92.47,858738,43.55,75.45,65,982082,661475,60.23,54.28,76.63,45.19,31.58,3,393342,17505
7803,POINT (103.172377 21.664934),72590,54.17,24.59,39.18,7041566,41.83,520790,94.77,14.56,56,996050,41611,55.99,51.86,48.18,99.92,56.63,3,147144,6890
7804,POINT (105.464895 20.057612),178037,20.16,77.03,38.78,1317684,64.84,693214,72.35,15.26,62,206037,465786,99.65,75.4,69.95,87.21,45.12,0,836127,1169
7805,POINT (103.176935 21.560400),71893,65.37,36.56,64.1,6154165,93.56,685316,14.56,31.13,38,45792,272513,6.48,4.69,3.01,19.64,83.58,2,754731,23483
7806,POINT (106.112758 20.336219),132680,13.95,80.15,11.08,14637280,72.7,17790,75.35,77.85,57,888178,725982,32.18,50.89,66.33,81.91,74.89,2,744565,23962
7807,POINT (106.613414 22.257627),268034,85.05,25.64,56.58,10168681,14.63,684714,9.37,56.21,33,499840,102971,53.57,65.14,68.5,94.98,68.53,1,742700,10446
7808,POINT (106.551766 9.679657),4371,58.67,28.35,71.96,12139077,92.61,479912,97.58,82.42,65,389570,943418,20.92,67.42,42.59,61.58,86.44,4,926125,2035
7809,POINT (107.764240 13.999350),483919,42.51,89.05,4.63,12932323,51.37,519147,94.31,15.85,56,445814,481381,73.83,36.61,15.34,41.77,0.83,0,144193,6904
7810,POINT (105.190124 21.454480),256568,31.1,45.42,70.42,14319193,56.7,426625,13.6,23.13,44,268235,16638,78.46,42.95,68.24,70.26,66.98,3,886559,16228
7811,POINT (108.041424 11.609959),485346,45.39,99.77,30.18,6942433,31.52,829588,93.07,43.93,45,700509,517980,84.88,92.98,31.83,67.4,88.24,0,582771,13466
7812,POINT (103.867577 21.456862),532661,90.57,35.5,4.23,6396709,70.12,259715,20.5,17.6,65,808393,374636,95.71,90.43,54.55,68.83,65.93,0,820915,10420
7813,POINT (105.758750 10.705306),231363,8.44,42.16,13.23,11961430,93.93,912276,34.69,97.29,29,268406,884923,90.43,21.01,5.45,5.87,20.1,5,238661,17500
7814,POINT (105.267828 19.995021),803363,40.74,36.86,57.07,3953565,21.65,727230,64.85,19.7,22,868127,121288,41.02,1.8,80.74,62.64,79.28,2,754262,24321
7815,POINT (107.709908 11.392679),7645,54.1,96.5,44.52,8356565,27.01,49460,11.76,30.41,49,743646,25303,0.55,51.29,35.17,88.07,61.59,2,408918,7614
7816,POINT (107.439780 21.487844),458925,79.42,11.52,11.86,6128944,13.46,669844,39.46,33.93,39,119419,41395,33.82,33.95,92.74,23.68,5.42,4,649449,20132
7817,POINT (108.979734 14.690381),578631,33.11,2.01,74.19,11761469,24.03,922784,79.64,23.69,36,13093,180626,15.13,49.52,30.18,0.64,89.87,5,151182,22588
7818,POINT (108.391407 13.136249),940451,45.52,15.06,55.06,2054428,7.42,542002,57.3,95.26,55,172947,802126,30.28,18.72,88.52,81.98,61.39,3,546091,3773
7819,POINT (107.080978 10.669325),803280,27.76,61.83,86.81,12601115,69.49,937926,73.05,67.23,32,155095,812607,55.61,97.47,5.1,90.59,86.24,2,775408,21185
7820,POINT (106.400844 21.110232),117371,9.65,11.57,40.74,8631876,17.08,389699,0.84,7.48,49,840028,678752,59.3,44.16,56.37,95.67,30.78,4,320076,14946
7821,POINT (107.183843 10.648780),554480,25.67,73.89,26.87,10759083,64.81,388365,99.72,12.83,78,782224,556747,99.84,72.31,47.73,35.91,90.39,2,269668,3767
7822,POINT (109.330918 13.466293),463404,95.32,39.25,31.69,5081636,63.07,179710,85.2,18.43,68,204196,965136,42.57,23.71,82.25,86.4,75.85,4,318712,5627
7823,POINT (106.016121 20.840067),107003,15.81,82.72,34.35,2427888,1.15,841270,73.34,66.49,51,480390,723674,67.6,19.38,45.29,12.36,47.2,3,469123,7290
7824,POINT (107.663932 15.446839),627961,2.39,8.31,3.09,13757393,40.45,745484,74.26,69.2,26,806036,132370,58.37,93.5,98.27,82.87,95.39,2,278409,23881
7825,POINT (106.710203 10.622571),191966,18.99,64.81,65.57,6529586,74.96,961265,42.26,42.7,35,8555,401587,32.24,77.28,20.31,19.93,58.8,0,361887,7365
7826,POINT (105.043232 19.909528),89339,20.36,45.79,93.45,3225042,28.32,205769,88.54,93.03,59,704343,856607,15.51,92.55,74.97,34.19,95.7,5,35601,22817
7827,POINT (106.934135 21.065463),380468,45.91,18.16,8.78,1844595,6.63,258620,76.55,38.63,22,988004,219646,67.54,27.38,95.55,99.64,97.46,2,143492,24020
7828,POINT (107.389132 10.586785),428338,36.77,21.64,95.85,4828234,84.8,470446,30.92,38.47,29,245827,954181,30.01,55.05,49.33,48.89,10.7,1,701241,17273
7829,POINT (107.109914 10.877723),553075,24.71,0.67,65.01,4198645,41.57,786805,10.81,90.14,32,365651,494119,41.24,20.82,35.61,61.82,52.84,3,637829,24017
7830,POINT (107.170643 16.361059),819802,62.38,5.23,64.65,7209967,23.5,83489,45.06,79.07,48,465166,191999,44.42,94.78,96.78,99.87,42.79,2,366723,13771
7831,POINT (105.975458 17.882205),664143,77.27,7.62,29.3,12746847,37.65,286905,30.91,55.12,47,419185,4710,4.08,83.81,15.81,10.97,31.04,0,290430,3140
7832,POINT (105.906219 21.837862),271814,20.39,28.49,8.93,9923913,48.58,674151,17.21,31.94,42,325901,519100,83.72,22.87,46.23,30.92,26.5,0,706606,17819
7833,POINT (107.872974 14.408319),125931,85.04,13.25,78.45,5393696,84.24,129486,15.68,22.19,29,680163,329270,93.66,33.86,67.0,74.02,9.71,3,118763,19221
7834,POINT (103.907489 22.195784),582759,40.29,61.11,24.43,14047486,90.79,778121,30.37,95.64,64,373034,654251,26.32,20.37,12.85,78.05,58.68,3,821163,3820
7835,POINT (105.260383 20.733546),863782,85.89,82.21,50.19,1996142,6.08,848006,80.25,66.39,78,911976,566835,87.09,75.08,87.11,42.71,83.44,4,622082,3809
7836,POINT (107.878854 15.712576),914528,90.47,24.38,77.12,10252868,67.34,401394,56.11,81.12,75,428007,262125,7.63,10.98,77.16,36.45,5.02,4,7149,20916
7837,POINT (107.726205 14.321360),449607,37.92,0.08,9.14,12799745,80.23,182035,61.63,92.96,49,617511,801237,51.38,90.46,15.55,79.04,38.08,0,350795,11966
7838,POINT (103.979425 22.386511),707987,24.04,74.97,9.92,14290910,7.52,857153,81.04,90.23,75,278246,319766,69.61,98.11,30.19,78.38,46.5,2,638871,5105
7839,POINT (107.485628 10.701852),936043,89.07,93.73,47.53,4958021,55.87,422622,23.33,83.54,54,322228,71032,79.6,4.08,81.11,0.87,22.54,1,179493,4560
7840,POINT (102.570920 22.595912),661905,11.38,30.17,69.09,12754043,6.95,973966,60.06,49.49,21,705103,278256,82.51,4.12,87.74,45.16,50.84,4,911601,3750
7841,POINT (103.621362 21.134546),166155,9.89,53.4,91.95,4054767,64.64,308922,64.01,36.37,26,754186,541077,34.47,90.76,65.1,81.5,63.17,0,777616,18690
7842,POINT (105.443366 22.941006),76661,89.89,19.78,36.58,8054501,72.48,946950,46.23,86.53,24,645981,605540,53.34,80.96,7.51,89.09,53.66,0,863621,22822
7843,POINT (108.834797 13.051442),112967,60.72,32.29,24.06,13282872,82.08,743830,43.58,59.88,49,23028,334728,38.33,98.41,69.34,35.89,69.02,3,386734,13892
7844,POINT (106.508903 22.912487),118472,72.17,53.7,65.65,2234805,34.06,703994,9.73,79.36,37,499396,518652,70.53,17.29,18.14,48.08,92.76,3,391123,4443
7845,POINT (107.739446 14.253962),326485,15.09,31.89,30.31,10339371,55.4,428717,45.79,13.49,54,524696,749573,5.62,71.44,6.32,2.77,85.29,2,160231,8718
7846,POINT (107.384962 16.761988),92072,71.49,42.28,34.72,4473495,20.2,986669,6.71,59.43,40,89084,769369,11.09,6.2,49.15,92.2,82.89,0,744254,24842
