id,geom,Income per Capita,Internet Access,Migration,Health Facilities,Literacy Rate,Death Rate,Registered Residents,Unemployment Rate,Vehicle Ownership,People Density,Households,Family Identity Card,Average Age,Water Access,Employment Rate,Population,Electricity Access,Mortality,Birth Rate,School Enrollment
1132,POINT (113.054587 -8.189482),3901662,94.95,68.85,625086,29.65,50.35,298048,26.53,5,23457,518163,155832,60,71.46,97.0,961805,9.82,41.06,58.85,92.6
1133,POINT (124.865243 -8.306081),7324860,81.54,48.24,404183,4.49,37.34,78991,69.25,2,12575,49714,662852,30,59.17,25.3,762415,66.63,56.81,88.26,81.97
1134,POINT (123.447140 -1.497037),11723989,21.87,29.05,128482,39.11,86.33,624956,26.8,1,1811,628316,279695,45,16.98,54.0,656014,89.46,54.8,79.91,93.81
1135,POINT (116.210776 -0.021716),2594407,84.96,89.13,612357,4.83,21.56,988768,41.15,4,18176,389084,720554,80,34.4,66.63,949634,98.25,84.02,19.41,24.41
1136,POINT (110.107143 0.426081),9599763,56.43,56.79,916274,92.46,68.99,25803,1.73,4,21099,58024,107625,37,66.68,23.25,903483,65.42,76.81,94.46,61.22
1137,POINT (140.519138 -5.580518),1761745,89.26,17.57,836664,94.96,27.84,720517,45.06,0,2436,564393,366015,41,28.04,24.39,780188,76.78,0.16,95.47,14.43
1138,POINT (120.346448 -2.850288),10079246,87.5,9.7,652852,17.19,62.13,194133,62.07,2,4684,697927,507901,77,40.9,97.91,84894,72.12,33.73,55.71,27.34
1139,POINT (122.270309 -3.046319),1959397,32.56,79.32,611668,59.9,23.36,257348,49.18,4,13137,840851,867039,25,78.66,61.36,843349,70.79,22.14,10.03,19.57
1140,POINT (114.621010 -0.475009),12602823,75.33,34.26,137526,99.7,41.92,326892,97.25,1,13795,243904,983705,42,65.83,88.75,681077,8.5,62.72,60.82,25.22
1141,POINT (99.148415 2.920648),13579162,16.01,63.02,65124,35.7,65.43,458841,22.08,3,9815,62644,928448,38,46.53,43.46,677029,90.51,85.31,42.37,31.95
1142,POINT (122.126859 -1.331856),13592773,20.13,43.43,877487,70.31,2.68,602149,88.89,3,3057,732409,622763,32,84.75,26.95,514818,23.36,29.04,66.76,69.2
1143,POINT (102.447707 -1.989620),8649947,98.09,22.56,421625,62.56,17.67,801876,58.83,2,16071,610441,800392,29,19.0,82.66,761008,84.44,41.56,13.18,60.58
1144,POINT (138.915034 -5.173184),4742416,97.09,33.99,886789,38.81,14.45,867628,17.89,0,5197,743267,191129,67,80.04,26.36,397592,86.65,20.0,64.82,61.32
1145,POINT (140.119682 -7.616323),6562651,13.95,43.67,377650,1.54,52.35,507781,42.1,2,21399,216737,140702,46,19.79,2.15,406533,0.26,98.57,80.97,48.87
1146,POINT (140.358021 -5.608805),11740227,77.79,28.22,780782,35.74,26.97,833670,68.42,0,2211,286975,846474,75,63.97,72.02,387336,93.26,34.14,43.51,43.25
1147,POINT (111.007800 -0.392929),10095285,25.42,41.9,60309,64.39,37.13,294790,1.46,0,18539,72513,99826,53,44.12,57.79,375572,42.25,57.76,25.19,67.32
1148,POINT (114.784630 -1.750514),4654871,77.93,47.82,442914,84.89,57.72,422549,76.91,4,9725,810041,419650,65,31.15,64.51,708875,49.75,85.58,40.64,2.67
1149,POINT (117.936981 0.991132),6003582,20.6,66.52,384352,24.91,11.38,776915,87.58,1,14667,504033,915196,47,51.03,61.87,327860,42.9,65.52,10.56,90.41
1150,POINT (122.009462 -2.998529),2708692,48.56,75.35,147969,69.97,19.56,119748,91.02,4,18922,247629,556246,58,30.12,81.27,744726,80.02,87.79,11.42,82.53
1151,POINT (133.508897 -2.925011),11250249,57.76,25.23,466801,75.93,51.62,277559,34.62,4,18829,378613,157560,73,46.97,71.77,47292,43.16,55.5,68.49,45.17
1152,POINT (117.243535 1.286896),8901703,27.01,54.24,742049,4.46,28.1,262874,49.01,1,14704,602011,124095,21,50.18,59.35,846141,27.47,98.67,32.91,86.84
1153,POINT (103.389475 -4.465377),2671595,75.62,75.32,988152,28.61,82.88,595612,56.09,5,7725,723063,625557,33,22.33,93.8,157750,8.72,76.79,43.59,70.37
1154,POINT (114.757310 -1.312259),5067086,86.2,26.34,384785,23.56,34.71,710027,96.76,0,4207,243586,88731,48,21.56,27.85,308226,69.85,0.36,21.91,16.15
1155,POINT (115.458769 1.669480),6614241,37.38,90.39,642045,0.79,96.46,78434,71.49,3,5799,897647,110959,61,41.02,99.42,509284,21.63,69.04,12.09,27.64
1156,POINT (116.023874 -1.117074),7578056,12.34,90.1,681932,56.61,70.97,762064,8.96,1,19878,63152,787046,29,69.82,50.74,231116,79.84,15.21,69.66,91.93
1157,POINT (140.786511 -2.736682),11045242,69.09,65.4,479850,11.4,44.36,517048,8.39,3,5989,100286,767632,68,73.7,73.88,715751,33.97,91.52,66.99,4.68
1158,POINT (103.134505 -4.259164),8738589,38.82,26.0,838177,51.75,71.9,181887,3.92,4,7327,920907,645477,58,53.91,92.54,920214,37.08,73.44,20.18,55.9
1159,POINT (111.676072 -6.951040),1871959,17.84,86.03,744154,42.64,75.42,531955,48.05,2,1756,333901,241414,32,8.14,45.97,982912,13.44,2.07,92.89,52.44
1160,POINT (114.102589 0.990258),3162036,14.07,65.7,65516,93.83,92.08,592445,9.0,5,5107,560856,922024,79,8.72,25.67,5776,76.42,95.93,9.65,11.83
1161,POINT (111.379546 -7.380035),12714323,99.97,70.49,295113,35.36,23.18,524521,28.02,2,5450,35436,331636,35,35.63,73.13,909722,8.15,23.86,56.08,18.14
1162,POINT (119.756738 -4.063341),5852783,77.62,55.23,856692,79.22,79.55,450203,74.55,1,10374,166592,738238,49,59.08,94.76,875388,42.28,76.87,89.75,66.86
1163,POINT (113.983710 -0.114462),11832565,55.63,14.73,953845,16.95,12.03,167729,97.39,1,10113,876430,807705,56,46.08,96.98,43638,49.53,70.53,16.81,22.13
1164,POINT (115.025714 -0.454988),6360900,33.34,69.68,127382,82.82,56.49,812644,45.83,1,8279,259705,837031,53,51.08,57.14,550317,50.47,58.61,98.94,35.76
1165,POINT (114.104458 -2.110126),2620087,94.92,4.67,867034,60.32,76.57,439936,87.6,5,17237,262724,138525,72,2.43,26.48,928739,60.11,29.47,92.33,97.05
1166,POINT (137.505286 -3.319016),12030576,61.73,82.96,68765,17.91,15.45,5245,2.2,0,6805,704473,62829,57,26.17,59.85,290325,97.52,46.41,98.93,93.52
1167,POINT (124.412326 -9.628126),9461977,23.39,59.64,24118,36.05,84.47,436925,4.84,4,3892,907183,989071,21,25.25,67.83,769562,62.59,56.3,9.72,3.76
1168,POINT (140.597924 -5.399213),4760882,40.01,99.67,552890,75.34,44.05,288025,27.46,5,5049,479453,503680,23,80.15,18.12,35290,0.9,72.33,78.05,18.43
1169,POINT (111.684214 -6.839038),4978011,25.63,64.3,177897,92.7,8.23,156329,9.36,1,24906,92901,86275,66,67.1,67.29,573036,44.87,47.3,78.19,33.42
1170,POINT (115.633781 0.956417),5682815,23.21,89.57,87839,38.45,46.55,44020,48.9,4,7174,499651,604396,80,32.75,95.0,441044,72.83,58.37,22.0,44.34
1171,POINT (116.096823 3.188487),8951542,15.85,76.58,739693,62.44,84.1,67447,1.05,4,22946,48015,840605,56,40.45,27.97,781699,67.49,20.37,94.21,65.25
1172,POINT (114.827080 -1.487014),7159561,10.99,35.62,857678,97.32,92.66,452947,27.21,3,17786,608477,818029,61,48.42,17.71,944841,49.33,92.34,5.03,44.34
1173,POINT (112.570618 -3.155866),3107202,26.43,19.73,146127,63.14,60.75,799636,62.11,5,21571,379126,918437,34,93.97,78.9,762995,84.99,78.08,23.05,61.17
1174,POINT (136.779932 -2.813282),5752202,91.62,55.6,918922,6.37,79.07,257367,88.37,4,13327,664710,853668,51,31.17,9.1,693150,40.51,9.69,68.75,11.69
1175,POINT (136.907162 -4.753726),4274228,84.47,35.16,323045,7.19,3.41,973420,34.37,0,23557,844961,331091,59,7.34,37.74,991305,45.8,36.74,11.39,3.91
1176,POINT (100.705708 -1.133486),11790477,74.2,48.22,264461,69.68,65.84,303518,99.89,0,13792,381731,128996,66,14.25,62.81,440781,48.36,74.67,84.58,25.11
1177,POINT (137.609817 -2.751476),10295537,94.99,93.71,611702,53.85,86.9,506100,14.69,2,5707,213995,248374,31,36.49,68.52,621386,66.01,85.7,41.95,87.67
1178,POINT (96.948968 3.924714),6611792,72.04,6.84,844097,56.67,27.76,965321,28.19,1,11055,585502,439187,61,91.9,5.77,18750,87.85,11.04,52.09,81.34
1179,POINT (117.401749 3.502016),6260070,95.12,90.88,393413,76.1,34.31,551500,87.16,2,21571,214995,120321,49,93.25,27.54,65122,0.18,12.44,21.63,49.84
1180,POINT (138.884786 -4.746833),5277727,3.93,26.95,338443,15.85,82.93,330004,8.7,3,4831,964375,718580,66,17.28,67.81,364753,24.63,3.47,59.32,87.9
1181,POINT (105.539948 -2.920013),6568764,95.15,33.83,780657,22.23,15.03,132675,53.03,1,18552,300735,346716,51,88.86,21.04,449398,1.6,48.27,43.41,98.31
1182,POINT (140.709843 -2.951447),8481835,55.09,58.35,791261,59.44,83.44,399419,0.92,0,16667,474391,414907,57,26.97,9.8,704855,15.52,4.47,48.1,52.17
1183,POINT (109.715372 -6.897518),9636256,4.35,13.34,4956,26.78,81.38,990237,9.94,3,23805,563530,316106,67,27.59,72.45,782104,62.09,48.37,52.01,32.33
1184,POINT (133.753387 -2.022496),3152823,87.17,12.48,821394,10.16,26.35,835855,89.43,4,13684,135798,950040,27,87.38,69.43,847584,42.52,22.74,14.58,15.3
1185,POINT (103.930157 -2.966186),1322949,8.58,76.35,408596,5.46,1.71,552245,33.56,1,13570,337740,799591,47,99.08,9.37,461801,87.4,87.07,94.63,86.67
1186,POINT (111.295583 -1.760275),11613668,83.35,69.17,33251,34.26,83.8,34300,67.49,4,5052,336978,119420,27,28.1,62.57,812491,14.07,60.66,11.91,72.78
1187,POINT (121.694314 -2.974479),3705077,76.34,25.16,704807,67.83,65.27,960107,25.2,4,22488,870262,467784,46,30.27,13.95,879260,11.93,73.09,0.5,2.95
1188,POINT (114.587245 -1.354004),2136899,90.29,98.81,421171,97.06,92.01,807121,17.9,0,17252,172641,427778,28,20.78,64.89,991760,64.17,93.29,37.46,28.01
1189,POINT (114.857998 1.882115),3270111,26.37,40.23,613902,56.83,48.98,176635,12.94,2,19265,713884,587351,49,85.58,89.96,422109,12.22,5.33,9.07,49.85
1190,POINT (138.227275 -7.725960),5222024,63.35,28.15,447418,58.24,76.84,889301,71.01,3,12582,730976,922198,57,45.38,41.75,920640,11.95,79.23,11.02,97.95
1191,POINT (114.742148 -2.087875),1761155,44.88,12.24,404824,87.66,95.23,341262,74.5,0,4913,826034,276135,64,78.07,65.38,396010,45.59,99.41,31.83,98.23
1192,POINT (120.265266 -3.478656),8550306,10.07,34.1,795768,37.1,97.67,252740,66.09,3,22109,182636,465967,46,35.14,58.22,746820,92.53,54.03,52.71,48.93
1193,POINT (138.312817 -7.709370),7805820,5.66,66.95,425998,98.68,69.57,732309,64.36,3,9195,889499,364354,73,73.59,48.16,954652,89.1,23.95,52.33,85.59
1194,POINT (112.856898 -1.449307),7848797,2.3,59.64,67044,83.83,4.92,724400,76.11,0,22416,535761,701946,45,43.78,62.77,889995,46.49,33.73,66.24,86.25
1195,POINT (128.006202 0.817475),7475015,84.69,92.61,971375,26.76,83.65,611682,67.2,3,8803,628900,151631,55,39.2,59.96,559671,48.44,26.16,8.4,7.73
1196,POINT (114.268120 -0.607525),4373378,14.04,18.06,780611,24.16,90.88,80584,42.33,3,23422,727425,269225,32,19.13,51.49,923029,67.4,93.37,35.18,99.06
1197,POINT (110.601720 -7.689144),9569348,71.33,53.26,507871,51.92,61.98,220571,41.21,1,11619,968323,880242,29,49.94,46.26,423581,16.78,9.03,70.5,6.0
1198,POINT (132.699430 -1.636727),13084865,42.62,83.66,888533,24.35,38.15,442621,0.54,2,18973,549055,42454,44,43.73,86.9,552502,95.55,22.5,22.8,97.21
1199,POINT (105.374595 -4.091369),9205295,24.17,61.22,655466,12.31,2.3,424160,16.99,0,5571,488479,130956,34,13.34,27.49,146737,0.62,57.71,89.38,82.91
1200,POINT (128.304609 -3.244656),14681903,35.28,11.76,256997,43.4,18.33,743526,42.9,5,10102,3391,421826,42,38.0,13.99,958204,94.68,2.21,74.55,68.95
1201,POINT (126.879471 -3.548067),5759243,62.26,0.88,516492,67.83,7.22,354204,52.54,1,21042,824893,95962,70,39.68,63.61,222743,35.66,22.33,1.97,25.18
1202,POINT (121.597057 -1.401902),9073390,8.77,39.52,367714,5.08,40.81,602469,52.04,0,10980,38599,643709,34,11.23,28.88,455763,28.91,54.53,34.7,53.79
1203,POINT (112.048035 -0.505190),7913161,59.79,73.13,281298,68.16,5.74,549853,74.64,3,16189,320242,63002,20,78.96,21.84,398615,14.78,74.3,21.0,72.28
1204,POINT (114.948560 -0.568401),2290749,17.3,1.34,426122,56.74,76.49,316651,39.13,1,5202,108952,575735,27,31.66,33.67,225473,5.2,39.71,98.14,47.85
1205,POINT (104.075876 -4.133154),7418750,46.22,9.75,432537,9.13,92.64,260674,73.22,4,8255,792607,167076,48,90.06,49.75,48915,25.38,12.59,84.78,76.12
1206,POINT (102.455408 0.013172),5504128,28.79,53.12,730173,18.79,97.88,869049,10.3,3,20792,22363,538766,27,38.64,51.4,534448,31.88,56.96,83.76,33.83
1207,POINT (116.616630 0.473391),8393142,4.26,94.22,849023,15.92,90.34,293067,18.43,5,18424,882635,813670,27,93.93,93.15,370996,14.3,6.93,89.65,92.88
1208,POINT (102.343321 -1.114694),5702994,3.45,3.78,167387,40.74,41.09,9320,73.26,3,19017,600910,312230,21,60.86,25.9,591072,39.07,71.39,37.45,26.08
1209,POINT (109.848195 -0.782199),7230006,9.34,85.72,662639,27.79,35.91,896919,33.44,2,1097,538059,191661,61,88.09,93.3,883638,18.53,54.62,86.61,86.33
1210,POINT (110.408821 -0.908834),5106298,57.78,91.8,89299,31.7,73.99,370739,58.43,5,1445,217828,91465,30,66.22,70.56,937250,1.17,77.98,76.45,61.15
1211,POINT (140.314304 -6.187756),11572930,61.82,36.47,186731,5.62,90.04,990974,46.95,0,2912,769765,147457,80,49.71,54.69,278655,70.94,20.28,64.52,7.54
1212,POINT (116.723269 0.653693),8722339,83.15,16.71,432133,6.11,65.96,121490,70.01,2,23411,549710,803021,52,47.41,40.84,309326,6.14,40.93,55.83,8.68
1213,POINT (119.865608 -3.597003),4876312,73.09,73.43,654660,28.12,29.21,381052,36.9,3,15409,384515,733700,72,25.85,3.41,932526,84.69,66.9,86.14,12.25
1214,POINT (116.101338 -0.343722),4910536,16.97,85.24,957076,92.21,35.17,101226,13.92,1,13046,659475,489230,79,12.22,24.55,541389,38.46,79.46,27.15,67.67
1215,POINT (120.368730 -5.412191),11476040,3.62,15.54,959649,9.55,2.12,937006,77.81,2,18228,336010,130378,64,53.17,53.26,181335,57.99,55.6,33.81,85.36
1216,POINT (104.930281 -2.450162),7052215,70.5,64.79,320752,35.0,28.9,758028,41.19,1,20456,453723,319406,47,16.11,99.89,585174,87.2,82.75,99.95,2.81
1217,POINT (102.454871 -3.316004),2759566,60.69,57.51,65654,22.6,24.88,245718,29.97,4,18421,799084,990439,27,86.63,41.08,777702,84.52,47.64,82.53,37.66
1218,POINT (121.263394 -1.625914),6286517,71.7,18.57,980393,31.14,95.5,459931,51.5,3,14182,569070,405735,20,32.1,0.74,309318,83.19,38.76,45.96,40.22
1219,POINT (102.963669 -1.404442),11716630,78.92,7.69,643394,73.99,84.43,144409,63.37,2,8211,616428,155756,54,61.31,58.65,709904,85.25,81.01,14.05,12.34
1220,POINT (111.216826 -1.656899),7431557,42.78,53.16,168055,18.31,19.34,680884,28.05,2,22770,550360,151698,23,86.9,85.8,97710,97.43,86.21,45.29,40.25
1221,POINT (111.487083 -1.446291),12072355,82.47,0.2,654497,4.43,97.2,184351,93.14,4,18637,666514,212185,58,10.83,46.04,944418,51.52,23.89,69.16,28.93
1222,POINT (103.009093 -0.704759),2086723,32.26,2.78,853037,18.65,53.61,280440,27.4,0,10081,213827,902618,34,65.23,54.85,547591,98.33,57.73,62.27,49.76
1223,POINT (131.055890 -7.440903),11355297,92.1,40.17,66833,34.13,53.51,469860,82.26,0,8477,318631,23599,32,88.31,83.09,736581,25.55,9.28,67.7,51.11
1224,POINT (102.157645 -2.322309),2412798,69.21,84.62,713826,42.51,22.95,784698,37.36,3,17184,824243,349773,36,45.16,27.76,681286,90.54,48.86,99.34,69.57
1225,POINT (108.273418 -7.458542),11801977,75.8,92.07,869858,10.68,5.06,30742,95.1,5,8070,966541,164505,65,76.02,10.87,946304,30.68,64.42,1.75,28.98
1226,POINT (136.848754 -1.785837),10307363,67.17,18.88,96598,90.67,98.8,705039,83.24,4,5359,988190,789676,67,19.86,54.81,591008,85.22,41.43,61.7,38.25
1227,POINT (120.260356 -2.650393),14498526,19.24,51.72,423277,29.97,90.81,744103,77.57,1,2637,730292,503848,69,69.34,85.09,579639,8.77,15.31,72.84,6.83
1228,POINT (140.732781 -3.133910),3226672,81.78,40.9,877005,11.28,78.31,548057,37.82,2,19125,21767,494512,75,78.5,37.95,571382,6.32,74.1,3.82,95.34
1229,POINT (112.991055 -2.918704),9087487,59.39,6.57,194653,54.07,34.84,53973,84.05,1,16011,215388,199356,61,14.15,89.69,72357,70.44,62.47,53.48,81.29
1230,POINT (122.991254 -0.762114),11561440,9.33,83.6,528905,92.88,31.34,92452,45.22,0,4922,763950,768616,71,60.07,42.47,606555,94.92,65.58,79.52,57.41
1231,POINT (139.150809 -2.930028),9585773,82.06,26.11,928419,41.84,16.0,717529,19.65,5,4707,31597,982339,25,94.48,94.6,664333,87.04,91.83,13.13,91.28
1232,POINT (115.336280 0.713945),14555853,47.9,14.59,870801,34.96,78.36,817824,31.25,4,18779,890966,914347,41,93.93,24.12,834656,4.8,20.59,24.96,66.97
1233,POINT (128.519888 1.007567),14808304,81.73,97.81,868324,17.4,61.37,49737,9.23,4,10851,250150,811362,50,36.69,69.35,574132,23.61,98.75,86.84,40.02
1234,POINT (111.516909 -6.679816),11666831,36.96,41.14,327901,13.8,95.55,540267,75.44,1,13421,335911,224235,75,16.68,56.99,807718,78.29,65.23,48.01,50.04
1235,POINT (100.652682 1.850468),6896618,68.11,3.44,76960,44.15,70.48,554674,61.41,3,20139,393820,387497,46,49.84,83.9,703048,56.99,45.55,45.72,68.18
1236,POINT (97.412251 1.456445),6954394,56.74,23.81,81571,94.74,40.2,84101,81.34,1,6456,539590,853174,70,52.85,90.64,215547,90.92,90.14,42.35,92.83
1237,POINT (104.422904 -4.848846),14141951,97.64,59.58,601887,36.33,34.74,345317,10.76,1,7525,48826,568699,69,66.36,54.18,134040,19.0,82.35,9.6,0.28
1238,POINT (140.481193 -4.105816),14316508,79.45,3.17,130879,37.2,20.28,415785,45.63,4,9927,989403,678463,39,35.41,22.13,810889,83.43,11.21,8.52,88.35
1239,POINT (139.444144 -8.015847),2960807,60.11,20.59,846977,55.42,73.15,598649,54.93,0,4923,312244,392296,32,90.73,89.88,846160,42.21,57.62,80.09,67.1
1240,POINT (138.763394 -7.977137),7971841,13.07,37.91,610916,28.45,36.42,790778,48.05,0,18074,243143,336087,28,7.17,96.35,360109,35.58,15.72,97.19,63.06
1241,POINT (98.957244 1.589982),13387726,31.01,7.45,205150,17.07,42.93,581047,5.0,4,9073,530392,13702,31,79.66,23.59,567213,20.46,21.61,95.11,1.62
1242,POINT (116.984960 1.108162),10898819,35.2,0.97,183395,67.79,12.36,838958,10.52,5,1948,119553,48269,36,15.46,5.1,463571,52.91,34.78,94.43,32.42
1243,POINT (138.966095 -7.269598),13145448,59.88,30.25,987630,30.75,71.03,22116,13.22,4,12893,971815,349501,71,19.08,45.5,728129,91.6,82.84,86.89,10.2
1244,POINT (114.430420 -1.754334),3336052,60.57,70.44,160828,83.93,34.32,589669,12.65,3,20109,870274,468808,27,11.36,2.07,248727,63.97,37.03,47.57,7.58
1245,POINT (96.931803 4.310336),6386741,35.4,37.46,495696,15.95,2.18,757055,1.54,0,7491,337427,985007,42,68.4,66.47,67481,33.36,33.0,47.89,34.61
1246,POINT (115.285331 0.596710),5145746,70.47,14.77,27101,61.99,6.72,60823,87.74,0,24110,345473,299378,33,52.25,66.0,788583,57.32,7.58,39.33,30.09
1247,POINT (98.985432 2.872948),13628950,34.21,11.98,344296,29.32,1.12,884796,77.55,0,7918,989400,597399,54,29.27,38.53,597816,15.42,80.21,66.05,74.99
1248,POINT (100.882444 -2.152525),3660287,91.46,32.66,93901,64.85,25.98,67306,36.39,0,3204,505455,938188,57,43.28,59.64,953472,88.19,96.79,67.97,18.22
1249,POINT (113.558993 0.745628),3513071,67.52,48.12,697535,80.6,8.59,487732,25.29,1,17479,842050,727659,38,83.24,30.03,692395,59.66,56.06,99.34,2.98
1250,POINT (104.610293 -4.536866),8501412,36.57,15.15,423325,41.24,68.81,240733,70.95,2,10539,248122,270007,67,50.62,75.8,413649,51.72,93.12,55.16,99.14
1251,POINT (107.617531 -7.322957),14983638,56.13,36.95,899969,35.24,86.12,301539,37.48,3,18664,217800,396280,23,48.44,53.03,551248,98.68,13.07,67.76,0.06
1252,POINT (122.170764 -8.619493),11911274,4.62,68.46,402035,10.11,41.28,338984,85.04,0,19682,72022,178962,41,68.84,10.85,771513,55.15,24.38,85.16,55.51
1253,POINT (112.571451 -2.177581),9067447,76.29,30.82,88988,5.16,30.54,622321,42.25,3,5379,275419,973145,57,50.03,27.6,972506,68.89,67.39,77.17,50.63
1254,POINT (101.064333 0.664898),7871110,86.02,54.58,369012,73.11,71.84,367178,86.27,0,21195,310722,69484,52,1.93,16.65,349301,35.82,57.01,81.65,51.67
1255,POINT (109.523228 1.825424),13517672,79.53,38.96,812643,62.86,12.51,410817,32.97,4,17922,873253,190242,63,71.24,87.68,51158,52.64,81.11,76.32,38.86
1256,POINT (123.997185 0.572352),13657955,60.17,41.8,566409,12.21,75.66,834088,75.37,2,21916,203595,669926,34,49.02,84.71,284585,61.38,46.53,58.68,16.15
1257,POINT (100.023094 1.009560),7784183,47.64,65.63,573667,62.96,52.48,801902,69.29,5,5491,355016,550278,32,90.88,89.67,367053,94.4,78.3,12.27,47.02
1258,POINT (102.728598 -4.023557),4248188,92.6,28.84,394832,30.93,67.02,107952,10.65,2,22015,800620,680811,79,1.56,30.45,802783,82.46,40.35,55.12,1.79
1259,POINT (104.828260 -5.409987),9646595,99.71,51.42,267721,75.08,33.11,518977,60.12,0,10659,637668,595211,55,8.4,89.23,806485,93.36,69.1,89.76,30.99
1260,POINT (124.821971 -1.745599),7675899,2.95,73.88,248378,8.68,29.59,926240,49.6,4,10645,475472,787898,67,5.36,60.28,42733,45.84,47.49,22.55,30.56
1261,POINT (97.804213 2.402789),6979646,13.41,39.49,522705,61.62,54.42,879198,68.1,4,9345,230159,657633,65,63.37,7.65,49793,78.4,67.57,97.85,83.43
1262,POINT (134.551722 -6.007827),10096487,63.81,82.99,379923,39.28,63.37,679832,13.21,0,23052,183727,636255,50,23.89,87.52,36602,76.92,81.84,89.49,30.92
1263,POINT (113.916296 -2.357861),3377991,44.04,37.84,639545,89.45,60.49,581034,23.62,4,2502,354564,459201,28,60.83,40.86,816568,73.87,40.98,19.21,49.84
1264,POINT (99.783369 1.238889),3749732,77.76,68.49,325834,31.57,73.28,43661,59.82,4,11638,804726,629219,35,13.24,46.5,806985,2.67,28.94,90.92,81.1
1265,POINT (112.151379 -1.229718),6715089,69.27,51.17,629847,70.67,86.35,496258,49.0,0,16998,305564,63610,53,76.1,10.13,815140,49.13,43.4,53.3,58.04
1266,POINT (113.156004 -2.251177),10912742,99.13,19.16,825456,65.81,99.01,899531,6.22,5,10955,386722,649565,42,95.09,69.43,458974,83.74,44.52,87.79,51.41
1267,POINT (122.898409 -10.822628),11475333,28.32,45.45,798966,49.87,78.19,979335,68.65,2,23337,600805,137826,57,51.85,81.1,109569,26.51,40.62,79.49,64.94
1268,POINT (115.389036 -3.233933),7003098,80.59,6.5,868806,7.09,14.46,178028,91.45,3,19759,432905,767788,36,59.93,23.06,28826,94.93,98.49,85.37,82.75
1269,POINT (112.476804 0.825253),10874723,8.47,17.31,57189,80.98,21.09,119294,27.89,4,6429,939838,952898,20,14.15,48.91,529947,36.88,62.43,24.52,82.68
1270,POINT (121.750258 -3.590616),9058597,10.67,25.61,529611,60.42,94.84,907222,66.99,5,11650,193816,146814,76,78.64,4.87,891272,50.5,55.84,19.17,72.63
1271,POINT (113.103407 -0.278152),4416021,69.9,2.52,987930,66.95,3.02,215232,16.65,4,20239,800420,601556,34,80.55,47.11,123981,81.13,96.87,38.75,26.44
1272,POINT (124.157394 -9.619818),2895810,84.42,32.59,787193,51.86,72.74,122087,92.44,3,3164,40129,553311,66,18.37,84.8,860108,26.49,88.41,35.45,3.45
1273,POINT (104.186916 -3.821812),3382862,93.24,37.98,912780,71.54,19.52,891273,29.93,2,5758,87134,878880,55,31.17,37.15,945578,75.8,44.02,86.51,28.85
1274,POINT (134.745926 -3.198026),8583077,61.75,20.9,372531,51.76,30.78,139883,91.23,0,12163,323909,637625,72,13.22,8.43,695234,82.36,30.28,39.87,26.62
1275,POINT (102.624774 0.843016),13726207,31.65,46.82,560640,21.43,40.17,585731,60.37,4,16081,253129,122898,40,72.64,40.56,634027,65.61,60.04,93.36,67.81
1276,POINT (107.194280 -6.102415),9253899,32.81,3.01,958679,61.05,55.57,370372,21.56,4,15972,292011,648141,20,41.09,64.81,640248,81.57,19.69,52.03,55.14
1277,POINT (102.747846 -2.165672),10288270,63.61,35.54,494173,50.61,92.43,600302,81.4,4,15640,381782,774469,66,17.44,90.24,834922,73.97,34.07,69.74,9.66
1278,POINT (119.519413 -3.759931),10546981,21.6,2.31,985141,14.69,37.45,845511,2.91,2,23974,960976,39302,39,30.55,48.88,395780,51.35,8.7,61.79,90.8
1279,POINT (138.710046 -7.606258),14919596,45.69,32.76,796959,75.18,77.46,288294,79.83,5,14589,504399,532541,38,89.43,0.92,572925,10.25,65.85,91.66,37.96
1280,POINT (115.876281 -1.340323),9631449,60.77,1.49,543048,92.49,75.97,700394,33.61,3,20714,846205,551315,25,71.95,30.73,252264,93.69,14.99,63.57,15.68
1281,POINT (140.208077 -6.907359),2810193,99.19,49.03,839764,40.11,59.4,874225,75.78,4,9529,723375,308159,45,76.44,73.28,753961,52.33,91.21,91.19,19.86
1282,POINT (138.038820 -3.856469),10854024,92.4,40.34,850468,61.65,6.82,248898,20.65,0,21518,623546,902668,51,54.65,48.5,872251,27.89,40.87,7.82,13.54
1283,POINT (133.390135 -3.668510),2240160,19.32,29.08,921362,81.57,60.55,75731,91.92,0,2563,575117,66461,32,68.86,93.68,729834,34.66,43.86,96.49,2.69
1284,POINT (105.744584 -4.329402),5689928,73.34,13.47,126645,49.38,37.92,850818,64.56,4,5581,15096,901547,55,15.55,34.08,901740,38.68,35.39,59.55,87.95
1285,POINT (113.449555 -7.012741),3450084,42.33,29.0,664817,6.71,98.29,922421,84.6,0,17129,71794,549241,57,67.24,78.36,227693,69.88,46.45,58.83,73.44
1286,POINT (102.609971 -0.426641),8500409,0.92,72.6,116221,57.34,16.57,981843,62.09,2,18730,158895,109481,73,13.28,96.8,968312,62.98,13.94,70.11,12.36
1287,POINT (97.898179 4.119145),2022473,46.94,41.95,486895,6.34,35.99,372024,51.14,2,4656,498694,973263,73,22.93,76.88,207469,98.94,61.92,19.12,50.9
1288,POINT (118.531198 1.180219),8933490,86.78,12.82,878884,52.23,61.73,909192,56.46,1,3841,724379,745715,69,18.03,40.56,476902,81.07,43.6,32.91,51.57
1289,POINT (139.637670 -2.900049),13585753,9.43,50.42,171592,65.45,82.41,512482,59.15,4,18904,393018,432335,60,3.8,16.58,952727,52.17,55.44,84.98,59.54
